mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.9299554824829102,0.08601530416223013,0.00865324338277181,0.0003382179853030591,1.0,0.01,7,50,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",0.4126034828843188,0.3524365656532428,0.2815349337741543,0.3488583274372386,0.05356829897746587,108
1.6498467922210693,0.221360186719867,0.00902104377746582,0.00025658809376557807,1.0,0.01,7,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",0.5804588610392085,0.5353328364921791,0.4581796396300809,0.5246571123871561,0.050487822366590135,89
2.002371390660604,0.22552768707366963,0.009078105290730795,0.0003075994134425304,1.0,0.01,7,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.5544158490628618,0.47683686814052184,0.4113720509869432,0.48087492273010896,0.05846715006820729,96
3.4239503542582193,0.2981132384666422,0.010942538579305014,0.0007002871246412171,1.0,0.01,7,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",0.6784064181469873,0.6242772014878365,0.5751792652508537,0.6259542949618925,0.042158990782125205,63
3.7546493212381997,0.3484604942377326,0.009976704915364584,0.00017955534489630428,1.0,0.01,7,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.6406352284233647,0.5616921987780075,0.5278871354945399,0.576738187565304,0.04724277333598103,84
0.19954784711201987,0.018223356805098446,0.008375724156697592,0.0008086451616673829,1.0,0.1,3,50,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",0.6649911935665143,0.6779316788168058,0.6504678354528722,0.6644635692787307,0.01121827270190511,21
0.19898454348246256,0.022147129430893083,0.008292595545450846,0.000500603183170499,1.0,0.1,3,50,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",0.6702305835199189,0.7102856371293756,0.6616534433214283,0.6807232213235742,0.02119503329717384,3
0.30980396270751953,0.0051401685050610525,0.008702675501505533,0.0003391742255658373,1.0,0.1,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.6536404630477154,0.6872553926495247,0.6470748465274344,0.6626569007415583,0.01759907541477807,24
0.38881317774454754,0.04775505688188276,0.009324868520100912,0.0008058074257575129,1.0,0.1,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.6480797730861614,0.7089339083277302,0.6633759312023999,0.6734632042054306,0.02584725970617954,12
0.6311601003011068,0.050649966754552425,0.008540630340576172,0.0003405816426223742,1.0,0.1,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.6480500402399834,0.6834503286582382,0.6547174214119775,0.6620725967700664,0.015359450042999248,25
0.5614833037058512,0.02355068951730059,0.008786678314208984,0.00029688088512015264,1.0,0.1,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.6393208286307462,0.7071666678419343,0.6648227525558881,0.6704367496761895,0.027980972074103733,17
0.41973090171813965,0.016334102666789963,0.008368968963623047,0.0003991771195570362,1.0,0.1,5,50,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",0.6998670399016591,0.7005623463107712,0.611726332403084,0.6707185728718382,0.041714779070837045,16
0.44196581840515137,0.029759597814000737,0.00818936030069987,0.00023932731484376194,1.0,0.1,5,50,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",0.6475582819279709,0.658307786802661,0.6240908101575959,0.6433189596294092,0.014287039881084386,44
0.8260045846303304,0.08366493472079839,0.008865833282470703,0.00047376657320322797,1.0,0.1,5,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",0.6990580981500882,0.7037346945801739,0.6167694156405092,0.6731874027902571,0.03993920040982552,13
0.7941234111785889,0.058480833274049515,0.013710339864095053,0.007788690430203551,1.0,0.1,5,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",0.6429172175740092,0.6677026643690644,0.6320092262749546,0.647543036072676,0.01493439047593327,38
1.666970173517863,0.1856450410063448,0.009488741556803385,0.00041350705690447394,1.0,0.1,5,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",0.6988235745182914,0.7021301222444389,0.6179318172772374,0.6729618380133227,0.03893550822515606,14
1.6124847730000813,0.12998307723195582,0.009604851404825846,0.000504545102710065,1.0,0.1,5,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",0.6423580855585532,0.666672545408155,0.6319711190550641,0.6470005833405907,0.01454216483143451,40
